job_no,rev_alloc,actual_cost,actual_hours,billable_value,unallocated_revenue_amt,unquoted_hours,dept_mismatch_hours,quoted_time_total,quoted_amount_total,gp,margin,rev_per_hour,cost_per_hour,unquoted_share,dept_mismatch_share,quote_attainment_total
SG04176,13500.0,677.5,9.0,1737.5,0.0,0.0,5.0,44.0,8100.0,12822.5,0.9498148148148148,1500.0,75.27777777777777,0.0,0.5555555555555556,0.20454545454545456
SG04177,27500.0,7809.05,159.95,26281.15,0.0,3.0,102.18,138.0,18500.0,19690.95,0.7160345454545455,171.92872772741484,48.821819318537045,0.018755861206627072,0.6388246326977182,1.1590579710144926
SG04178,5890.0,0.0,0.0,0.0,5890.0,0.0,0.0,1.0,5890.0,5890.0,1.0,0.0,0.0,0.0,0.0,0.0
SG04179,15000.0,6980.0,115.25,20860.0,3483.26,0.0,0.0,75.0,12300.0,8020.0,0.5346666666666666,130.1518438177874,60.56399132321041,0.0,0.0,1.5366666666666666
SG04180,0.0,536.25,7.75,1605.0,0.0,0.0,0.75,46.5,3750.0,-536.25,0.0,0.0,69.19354838709677,0.0,0.0967741935483871,0.16666666666666666
SG04181,15000.0,1361.1,16.16,2908.8,0.0,0.0,0.0,85.0,15000.0,13638.9,0.90926,928.2178217821782,84.22648514851484,0.0,0.0,0.19011764705882353
SG04182,14500.0,2260.0,28.25,5932.5,0.0,0.0,0.0,88.0,14500.0,12240.0,0.8441379310344828,513.2743362831858,80.0,0.0,0.0,0.3210227272727273
SG04183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,25135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04184,14400.0,589.8,9.83,1769.4,4800.0,0.0,4.33,254.0,14400.0,13810.2,0.9590416666666667,1464.9033570701934,59.99999999999999,0.0,0.44048830111902343,0.0387007874015748
SG04185,2250.0,739.95,9.92,1975.65,0.0,7.5,0.0,10.0,2250.0,1510.05,0.6711333333333334,226.81451612903226,74.59173387096774,0.7560483870967742,0.0,0.992
SG04186,5850.0,1558.75,20.25,4411.25,0.0,0.0,0.0,15.0,2350.0,4291.25,0.7335470085470085,288.8888888888889,76.9753086419753,0.0,0.0,1.35
SG04187,16000.0,8127.650000000001,161.88,25822.3,0.0,2.25,110.41000000000001,108.0,16000.0,7872.349999999999,0.49202187499999994,98.83864591055102,50.20787002718063,0.013899184581171238,0.6820484309364963,1.498888888888889
SG04188,0.0,582.5,9.0,1737.5,0.0,1.0,1.0,81.0,15000.0,-582.5,0.0,0.0,64.72222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111
SG04189,0.0,492.4,7.16,1474.9,0.0,0.0,1.16,46.5,0.0,-492.4,0.0,0.0,68.77094972067039,0.0,0.16201117318435754,0.15397849462365593
SG04190,4800.0,2483.75,49.25,8651.25,0.0,9.0,0.0,30.0,4800.0,2316.25,0.4825520833333333,97.46192893401015,50.431472081218274,0.18274111675126903,0.0,1.6416666666666666
SG04191,10750.0,2235.1,54.08,8652.15,0.0,0.75,31.96,39.0,6550.0,8514.9,0.7920837209302325,198.77958579881658,41.329511834319526,0.013868343195266272,0.5909763313609467,1.3866666666666667
SG04191-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04192,0.0,971.25,12.25,2671.25,0.0,0.0,1.0,46.5,0.0,-971.25,0.0,0.0,79.28571428571429,0.0,0.08163265306122448,0.26344086021505375
SG04193,15000.0,3060.45,66.41,10568.75,0.0,3.0,27.4,20.0,9000.0,11939.55,0.79597,225.86959795211567,46.08417407017016,0.045173919590423134,0.41258846559253126,3.3205
SG04194,10000.0,1126.4,22.09,3765.25,500.0,1.25,10.75,19.0,6000.0,8873.6,0.88736,452.6935264825713,50.991398822996835,0.056586690810321416,0.48664554096876417,1.1626315789473685
SG04195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04196,999.9999999999999,51.25,1.5,221.25,0.0,0.25,0.25,4.5,600.0,948.7499999999999,0.94875,666.6666666666666,34.166666666666664,0.16666666666666666,0.16666666666666666,0.3333333333333333
SG04197,3500.0,245.45,5.28,902.35,0.0,0.0,1.5,15.5,2100.0,3254.55,0.9298714285714286,662.8787878787879,46.48674242424242,0.0,0.28409090909090906,0.3406451612903226
SG04198,2500.0,93.55,1.83,310.65,0.0,0.25,1.08,11.0,1500.0,2406.45,0.9625799999999999,1366.120218579235,51.12021857923497,0.13661202185792348,0.5901639344262295,0.16636363636363638
SG04199,4000.0,626.4,18.25,2695.2,0.0,0.0,2.17,16.5,2400.0,3373.6,0.8433999999999999,219.17808219178082,34.323287671232876,0.0,0.11890410958904109,1.106060606060606
SG04200,3000.0,322.1,9.16,1435.05,0.0,0.0,3.91,11.75,1800.0,2677.9,0.8926333333333334,327.51091703056767,35.16375545851528,0.0,0.4268558951965066,0.7795744680851064
SG04201,2500.0,516.25,9.25,1631.25,0.0,0.0,8.0,10.5,1500.0,1983.75,0.7935,270.27027027027026,55.810810810810814,0.0,0.8648648648648649,0.8809523809523809
SG04202,3000.0,230.8,5.98,944.9,0.0,0.0,1.33,13.0,1800.0,2769.2,0.9230666666666666,501.67224080267556,38.59531772575251,0.0,0.22240802675585283,0.46
SG04203,1000.0,66.25,1.75,281.25,0.0,0.0,0.5,6.0,600.0,933.75,0.93375,571.4285714285714,37.857142857142854,0.0,0.2857142857142857,0.2916666666666667
SG04204,3000.0,349.8,6.83,1188.15,0.0,0.0,3.83,12.5,1800.0,2650.2,0.8834,439.2386530014641,51.21522693997072,0.0,0.5607613469985359,0.5464
SG04205,1000.0,241.05,4.83,828.15,0.0,2.58,2.58,5.0,600.0,758.95,0.75895,207.0393374741201,49.90683229813665,0.5341614906832298,0.5341614906832298,0.966
SG04206,1000.0,7.5,0.5,60.0,500.0,0.0,0.0,5.0,600.0,992.5,0.9925,2000.0,15.0,0.0,0.0,0.1
SG04207,2000.0,281.25,5.25,1001.25,0.0,1.5,0.75,8.5,1200.0,1718.75,0.859375,380.95238095238096,53.57142857142857,0.2857142857142857,0.14285714285714285,0.6176470588235294
SG04208,1999.9999999999998,151.2,2.33,403.35,0.0,0.0,0.33,8.5,1200.0,1848.7999999999997,0.9244,858.3690987124462,64.89270386266094,0.0,0.14163090128755365,0.2741176470588235
SG04209,64000.0,14580.15,272.67,47508.6,0.0,0.0,178.68,188.0,38400.0,49419.85,0.77218515625,234.71595701764036,53.471779073605454,0.0,0.6552976124986247,1.450372340425532
SG04210,22075.0,9518.75,101.25999999999999,25010.8,0.0,9.91,0.0,100.0,22075.0,12556.25,0.5687995469988675,218.00316018171046,94.003061426032,0.09786687734544737,0.0,1.0126
SG04211,8000.0,3864.6,60.91,11408.8,0.0,13.0,0.0,57.0,8000.0,4135.4,0.516925,131.3413232638319,63.44770973567559,0.21342965030372682,0.0,1.06859649122807
SG04212,3000.0000000000005,2748.35,46.65,8543.75,0.0,0.0,7.869999999999999,19.0,3000.0,251.65000000000055,0.0838833333333335,64.30868167202574,58.91425509110397,0.0,0.16870310825294746,2.455263157894737
SG04213,0.0,473.75,6.75,1312.5,0.0,0.0,0.0,32.5,5230.0,-473.75,0.0,0.0,70.18518518518519,0.0,0.0,0.2076923076923077
SG04214,6000.0,1320.0,22.0,3960.0,0.0,0.0,0.0,45.0,6000.0,4680.0,0.78,272.72727272727275,60.0,0.0,0.0,0.4888888888888889
SG04215,0.0,270.0,4.0,815.0,0.0,0.0,1.0,63.0,9000.0,-270.0,0.0,0.0,67.5,0.0,0.25,0.06349206349206349
SG04216,0.0,357.5,5.5,1060.0,0.0,0.5,0.5,81.0,12600.0,-357.5,0.0,0.0,65.0,0.09090909090909091,0.09090909090909091,0.06790123456790123
SG04217,25620.0,3252.85,66.59,11407.8,0.0,0.0,18.09,102.6666,16572.0,22367.15,0.8730347384855582,384.74245382189514,48.84892626520498,0.0,0.27166241177353956,0.6486043172755307
SG04218,0.0,1103.7,14.08,3059.95,0.0,0.0,0.83,46.5,9750.0,-1103.7,0.0,0.0,78.3877840909091,0.0,0.05894886363636363,0.3027956989247312
SG04219,0.0,862.45,10.83,2366.2,0.0,0.0,0.83,46.5,24750.0,-862.45,0.0,0.0,79.63527239150508,0.0,0.07663896583564173,0.23290322580645162
SG04220,3400.0,93.75,6.25,625.0,3400.0,0.0,0.0,24.0,2400.0,3306.25,0.9724264705882353,544.0,15.0,0.0,0.0,0.2604166666666667
SG04221,72000.0,5414.95,149.19,24465.8,0.0,12.27,78.53,131.0,48000.0,66585.05,0.9247923611111112,482.60607279308266,36.295663248206985,0.08224411823848783,0.5263757624505664,1.1388549618320611
SG04222,0.0,525.0,7.0,1490.0,0.0,0.0,1.0,46.5,6750.0,-525.0,0.0,0.0,75.0,0.0,0.14285714285714285,0.15053763440860216
SG04223,14625.0,4314.65,64.49000000000001,14350.2,0.0,39.29,0.0,65.0,14625.0,10310.35,0.7049811965811966,226.77934563498215,66.90417118933166,0.6092417429058767,0.0,0.9921538461538463
SG04224,2000.0,190.04999999999995,12.67,1520.3999999999996,0.0,0.0,0.0,10.0,2000.0,1809.95,0.904975,157.85319652722967,14.999999999999996,0.0,0.0,1.267
SG04225,1026.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,1026.0,1026.0,1.0,0.0,0.0,0.0,0.0,0.0
SG04226,12000.0,240.0,4.0,720.0,11597.99,0.0,0.0,27.0,7200.0,11760.0,0.98,3000.0,60.0,0.0,0.0,0.14814814814814814
SG04227,2250.0,736.1,10.25,2335.65,0.0,8.06,0.0,10.0,2250.0,1513.9,0.6728444444444445,219.5121951219512,71.81463414634146,0.7863414634146342,0.0,1.025
SG04228,30000.0,12340.800000000001,288.86,48579.5,0.0,98.6,72.73,124.5,18000.0,17659.199999999997,0.5886399999999999,103.85653950010385,42.722426088762724,0.3413418264903413,0.2517828705947518,2.3201606425702814
SG04229,0.0,292.5,5.0,927.5,0.0,3.5,1.0,21.0,3600.0,-292.5,0.0,0.0,58.5,0.7,0.2,0.23809523809523808
SG04230,60000.0,13962.65,294.15,50660.65,0.0,0.47,151.08,220.0,40800.0,46037.35,0.7672891666666667,203.97756246812853,47.46778854326024,0.0015978242393336734,0.5136155022947476,1.3370454545454544
SG04231,3000.0,715.7,10.24,1860.1,0.0,0.0,0.9,19.0,3000.0,2284.3,0.7614333333333334,292.96875,69.892578125,0.0,0.087890625,0.5389473684210526
SG04232,60000.0,8779.55,192.26,31890.6,0.0,3.97,121.45,230.0,40800.0,51220.45,0.8536741666666666,312.07739519400815,45.66498491625923,0.020649120982003537,0.6316966607718715,0.8359130434782608
SG04233,0.0,486.25,6.75,1412.5,0.0,0.0,1.25,46.5,0.0,-486.25,0.0,0.0,72.03703703703704,0.0,0.18518518518518517,0.14516129032258066
SG04234,0.0,382.5,4.5,1012.5,0.0,0.0,0.0,46.5,0.0,-382.5,0.0,0.0,85.0,0.0,0.0,0.0967741935483871
SG04235,19995.0,5806.2,112.5,19000.05,0.0,0.0,61.8,86.0,13995.0,14188.8,0.7096174043510878,177.73333333333332,51.61066666666667,0.0,0.5493333333333333,1.308139534883721
SG04236,60000.0,6239.1,147.21,23254.8,0.0,3.84,74.75,204.0,48000.0,53760.9,0.896015,407.5810067250866,42.382310984308134,0.026085184430405542,0.5077780042116704,0.7216176470588236
SG04237,48000.0,7922.2,194.39000000000001,30463.25,20177.63,1.8699999999999999,109.03,175.5,36000.0,40077.8,0.8349541666666668,246.92628221616337,40.75415402026853,0.009619836411338031,0.5608827614589228,1.1076353276353277
SG04238,2000.0,1149.55,24.54,4138.25,2000.0,2.33,9.26,8.5,1200.0,850.45,0.425225,81.49959250203749,46.8439282803586,0.09494702526487368,0.3773431132844336,2.8870588235294115
SG04239,36500.0,9564.95,172.87,29419.25,0.0,7.04,110.28,118.0,26900.0,26935.05,0.7379465753424658,211.14132006710244,55.33030601029676,0.04072424365129866,0.6379360212876728,1.465
SG04240,300.0,42.0,0.8400000000000001,142.8,0.0,0.0,0.0,1.0,90.0,258.0,0.86,357.1428571428571,49.99999999999999,0.0,0.0,0.8400000000000001
SG04241,16160.0,4667.7,53.45,12578.1,2424.0,1.75,15.5,106.0,16160.0,11492.3,0.7111571782178218,302.3386342376052,87.32834424695977,0.032740879326473335,0.2899906454630496,0.504245283018868
SG04242,1500.0,530.2,19.43,2645.1,0.0,2.17,10.34,9.0,1500.0,969.8,0.6465333333333333,77.20020586721564,27.28769943386516,0.1116829644879053,0.5321667524446732,2.158888888888889
SG04243,24000.0,3035.55,72.5,12550.45,0.0,4.0,45.83,70.5,16800.0,20964.45,0.87351875,331.0344827586207,41.86965517241379,0.05517241379310345,0.6321379310344827,1.0283687943262412
SG04244,0.0,1041.25,12.25,2756.25,0.0,0.0,0.0,46.5,9750.0,-1041.25,0.0,0.0,85.0,0.0,0.0,0.26344086021505375
SG04245,0.0,270.0,4.0,815.0,0.0,0.0,1.0,46.5,2000.0,-270.0,0.0,0.0,67.5,0.0,0.25,0.08602150537634409
SG04246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04247,10000.0,999.5,27.54,3757.5,0.0,1.5,0.5,29.0,6000.0,9000.5,0.90005,363.10820624546113,36.29266521423384,0.054466230936819175,0.01815541031227306,0.949655172413793
SG04248,15000.0,5190.0,86.5,15570.0,0.0,0.0,0.0,77.0,12300.0,9810.0,0.654,173.41040462427745,60.0,0.0,0.0,1.1233766233766234
SG04249,3590.0,856.3,19.95,3523.0,1109.6599999999999,3.73,0.0,20.0,3590.0,2733.7,0.7614763231197771,179.9498746867168,42.92230576441103,0.18696741854636592,0.0,0.9974999999999999
SG04250,0.0,977.5,11.5,2587.5,0.0,0.0,0.0,46.5,9750.0,-977.5,0.0,0.0,85.0,0.0,0.0,0.24731182795698925
SG04251,0.0,297.5,3.5,787.5,0.0,0.0,0.0,46.5,8750.0,-297.5,0.0,0.0,85.0,0.0,0.0,0.07526881720430108
SG04252,15000.0,3981.25,59.42,10940.15,0.0,0.0,0.0,69.0,12000.0,11018.75,0.7345833333333334,252.4402558061259,67.00185122854258,0.0,0.0,0.8611594202898551
SG04253,35000.0,10098.25,179.11,32377.7,0.0,6.34,65.1,105.0,16700.0,24901.75,0.7114785714285714,195.41064150522024,56.380157445145436,0.03539724191837418,0.3634637931997096,1.7058095238095239
SG04254,36000.0,9653.8,217.12,33534.05,0.0,0.0,77.97,167.0,27600.0,26346.2,0.7318388888888889,165.8069270449521,44.46296978629329,0.0,0.3591101694915254,1.300119760479042
SG04255,11000.0,0.0,0.0,0.0,11000.0,0.0,0.0,102.0,11000.0,11000.0,1.0,0.0,0.0,0.0,0.0,0.0
SG04256,7000.000000000001,5094.95,103.82,18015.9,0.0,0.0,0.22,43.0,7000.0,1905.050000000001,0.2721500000000001,67.424388364477,49.07484107108457,0.0,0.002119052205740705,2.4144186046511624
SG04257,800.0,1555.85,33.91,5616.3,0.0,0.0,0.0,7.25,800.0,-755.8499999999999,-0.9448124999999998,23.591860808021234,45.88174579769979,0.0,0.0,4.6772413793103444
SG04258,17360.0,7245.85,91.59,20238.15,0.0,5.92,17.830000000000002,96.0,17360.0,10114.15,0.5826123271889401,189.54034283218692,79.11180259853695,0.06463587727917895,0.1946719074134731,0.9540625
SG04259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04260,19000.0,3687.95,122.03,16953.6,0.0,42.21,0.0,142.0,19000.0,15312.05,0.8058973684210526,155.6994181758584,30.221666803245103,0.3458985495369991,0.0,0.8593661971830986
SG04261,6000.0,1275.1,35.17,5517.5,6000.0,3.76,9.58,14.0,4800.0,4724.9,0.7874833333333333,170.59994313335227,36.255331248222916,0.10690929769690076,0.27239124253625246,2.5121428571428575
SG04262,78995.0,13782.75,332.52,52396.1,0.0,26.08,183.83,237.0,65995.0,65212.25,0.825523767327046,237.56465776494647,41.44938650306749,0.0784313725490196,0.5528389269818358,1.4030379746835442
SG04262-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04262-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04262-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04263,67200.0,11733.15,278.34999999999997,41355.7,0.0,0.0,13.44,607.0,67200.0,55466.85,0.8253995535714286,241.42266930123947,42.15250583797378,0.0,0.04828453386024789,0.45856672158154854
SG04264,40000.0,5835.7,121.82,19981.65,0.0,4.82,24.28,177.0,25600.0,34164.3,0.8541075,328.35330815957974,47.90428501067149,0.03956657363322936,0.1993104580528649,0.6882485875706215
SG04265,0.0,120.0,2.0,360.0,0.0,0.0,0.0,81.0,15000.0,-120.0,0.0,0.0,60.0,0.0,0.0,0.024691358024691357
SG04266,5200.0,880.6,13.23,2159.1,0.0,7.98,6.82,51.0,5200.0,4319.4,0.8306538461538461,393.0461073318216,66.56084656084656,0.6031746031746031,0.5154950869236583,0.25941176470588234
SG04267,35000.0,14347.2,258.19,45224.4,0.0,9.25,126.04,131.0,23000.0,20652.8,0.5900799999999999,135.55908439521284,55.56837987528564,0.035826329447306245,0.48816762849064643,1.9709160305343512
SG04268,3000.0,277.55,6.17,1025.4,0.0,0.0,0.75,13.0,1800.0,2722.45,0.9074833333333333,486.2236628849271,44.983792544570505,0.0,0.12155591572123177,0.4746153846153846
SG04269,4000.0,187.45,4.08,635.85,0.0,0.0,1.25,16.5,2400.0,3812.55,0.9531375000000001,980.3921568627451,45.94362745098039,0.0,0.30637254901960786,0.24727272727272728
SG04270,3000.0,200.0,3.75,656.25,0.0,0.0,1.0,12.5,1800.0,2800.0,0.9333333333333333,800.0,53.333333333333336,0.0,0.26666666666666666,0.3
SG04271,2500.0,341.25,6.25,1080.0,1535.1100000000001,0.0,5.5,11.0,1500.0,2158.75,0.8635,400.0,54.6,0.0,0.88,0.5681818181818182
SG04272,3000.0,315.0,6.25,1076.25,0.0,0.0,3.5,11.75,1800.0,2685.0,0.895,480.0,50.4,0.0,0.56,0.5319148936170213
SG04273,2500.0,20.25,0.8400000000000001,111.0,1538.49,0.0,0.0,10.5,1500.0,2479.75,0.9919,2976.1904761904757,24.107142857142854,0.0,0.0,0.08
SG04274,1000.0,31.3,0.92,136.65,655.19,0.0,0.0,6.0,600.0,968.7,0.9687,1086.9565217391305,34.02173913043478,0.0,0.0,0.15333333333333335
SG04275,21000.0,3435.55,46.83,8898.15,0.0,0.0,0.0,58.0,9000.0,17564.45,0.836402380952381,448.4304932735426,73.36216100790092,0.0,0.0,0.8074137931034483
SG04276,0.0,382.5,4.5,1012.5,0.0,0.0,0.0,46.5,0.0,-382.5,0.0,0.0,85.0,0.0,0.0,0.0967741935483871
SG04277,0.0,255.0,3.0,675.0,0.0,0.0,0.0,46.5,0.0,-255.0,0.0,0.0,85.0,0.0,0.0,0.06451612903225806
SG04278,0.0,212.5,2.5,562.5,0.0,0.0,0.0,46.5,0.0,-212.5,0.0,0.0,85.0,0.0,0.0,0.053763440860215055
SG04279,3000.0,184.45,2.17,390.6,2614.22,0.0,0.0,19.0,3000.0,2815.55,0.9385166666666668,1382.4884792626729,85.0,0.0,0.0,0.11421052631578947
SG04280,3000.0,650.0,8.5,1565.0,3000.0,0.0,0.0,19.0,3000.0,2350.0,0.7833333333333333,352.94117647058823,76.47058823529412,0.0,0.0,0.4473684210526316
SG04281,90000.0,22947.7,474.54,70169.1,0.0,0.5,26.77,300.0,56000.0,67052.3,0.7450255555555556,189.65735238336072,48.357778058751634,0.0010536519576853373,0.05641252581447296,1.5818
SG04282,42000.0,14845.35,247.8,44797.4,0.0,8.79,59.51,270.8,42000.0,27154.65,0.6465392857142858,169.4915254237288,59.908595641646485,0.035472154963680384,0.24015334947538336,0.9150664697193501
SG04282-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04283,7980.0,2591.35,38.0,7422.3,0.0,18.509999999999998,0.0,38.0,7980.0,5388.65,0.6752694235588972,210.0,68.19342105263158,0.4871052631578947,0.0,1.0
SG04284,0.0,382.5,4.5,1012.5,0.0,0.0,0.0,47.5,10000.0,-382.5,0.0,0.0,85.0,0.0,0.0,0.09473684210526316
SG04285,0.0,793.7,15.32,2676.95,0.0,15.32,0.8200000000000001,0.0,0.0,-793.7,0.0,0.0,51.80809399477807,1.0,0.053524804177545696,0.0
SG04286,25000.0,4935.75,107.77,17706.05,0.0,2.99,54.879999999999995,106.0,17000.0,20064.25,0.80257,231.97550338684235,45.79892363366429,0.027744270205066347,0.5092326250347963,1.0166981132075472
SG04287,48995.0,8109.7,169.06,28382.1,0.0,20.16,89.26,168.0,29995.0,40885.3,0.8344790284722932,289.80835206435586,47.9693599905359,0.11924760440080445,0.5279782325801491,1.0063095238095239
SG04288,4000.0,318.75,3.75,675.0,3291.95,0.0,0.0,2.0,2400.0,3681.25,0.9203125,1066.6666666666667,85.0,0.0,0.0,1.875
SG04289,4000.0,21.950000000000003,0.67,88.1,0.0,0.0,0.0,2.0,2400.0,3978.05,0.9945125,5970.149253731343,32.76119402985075,0.0,0.0,0.335
SG04290,4000.0,92.5,1.5,237.5,3903.21,0.0,0.0,2.0,2400.0,3907.5,0.976875,2666.6666666666665,61.666666666666664,0.0,0.0,0.75
SG04290-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04291,0.0,308.75,4.25,892.5,0.0,0.0,0.75,48.5,0.0,-308.75,0.0,0.0,72.6470588235294,0.0,0.17647058823529413,0.08762886597938144
SG04292,18080.0,5867.0,134.29,22040.95,0.0,38.98,20.75,101.5,18080.0,12213.0,0.6754977876106195,134.63400104251994,43.68903120113188,0.29026733189366294,0.1545163452230248,1.3230541871921182
SG04293,1800.0,429.25,9.67,1637.2,299.98,4.17,0.0,10.0,1800.0,1370.75,0.7615277777777778,186.1427094105481,44.38986556359876,0.4312306101344364,0.0,0.967
SG04294,65000.0,21887.8,445.15,74101.6,0.0,29.67,318.94,209.0,40000.0,43112.2,0.6632646153846153,146.01819611366955,49.16949342918117,0.06665169044142424,0.7164775918229811,2.1299043062200957
SG04295,3600.0,3182.4,69.74000000000001,9847.4,3420.0,5.82,15.0,24.0,3600.0,417.5999999999999,0.11599999999999998,51.62030398623458,45.63234872383137,0.0834528247777459,0.2150845999426441,2.9058333333333337
SG04296,76980.88,15410.85,293.4,51794.05,19594.19,49.13,31.5,222.0,35820.0,61570.030000000006,0.7998093812385622,262.37518745739607,52.52505112474438,0.16745057941376962,0.10736196319018405,1.3216216216216214
SG04297,0.0,764.95,11.08,2208.7,0.0,0.83,0.83,181.0,35000.0,-764.95,0.0,0.0,69.03880866425993,0.07490974729241877,0.07490974729241877,0.06121546961325967
SG04297-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04298,60160.0,4667.35,112.27000000000001,19082.5,0.0,1.5,18.44,226.0,37696.0,55492.65,0.9224177194148936,535.8510733054244,41.572548321011844,0.013360648436804132,0.16424690478311213,0.49676991150442484
SG04299,0.0,255.0,3.0,675.0,0.0,0.0,0.0,47.5,8600.0,-255.0,0.0,0.0,85.0,0.0,0.0,0.06315789473684211
SG04300,0.0,1147.5,13.5,3037.5,0.0,0.0,0.0,46.5,0.0,-1147.5,0.0,0.0,85.0,0.0,0.0,0.2903225806451613
SG04301,0.0,42.5,0.5,112.5,0.0,0.0,0.0,46.5,0.0,-42.5,0.0,0.0,85.0,0.0,0.0,0.010752688172043012
SG04302,0.0,340.0,4.0,900.0,0.0,0.0,0.0,46.5,0.0,-340.0,0.0,0.0,85.0,0.0,0.0,0.08602150537634409
SG04303,1500.0,1673.1,47.519999999999996,6505.8,0.0,3.0,26.4,10.0,1500.0,-173.0999999999999,-0.11539999999999993,31.565656565656568,35.208333333333336,0.06313131313131314,0.5555555555555556,4.752
SG04304,16875.0,7744.6,86.16,20401.6,0.0,12.95,0.0,90.0,16875.0,9130.4,0.5410607407407407,195.85654596100278,89.8862581244197,0.15030176415970287,0.0,0.9573333333333333
SG04306,0.0,4958.25,73.85,14834.1,0.0,49.45,0.0,10.0,0.0,-4958.25,0.0,0.0,67.13947190250508,0.6696005416384564,0.0,7.385
SG04307,27500.0,14566.15,302.51,49607.5,1375.0,11.680000000000001,207.94,108.0,18500.0,12933.85,0.4703218181818182,90.90608574923144,48.15097021586063,0.03861029387458267,0.6873822352980067,2.8010185185185184
SG04308,10500.0,2620.7,46.15,7939.0,2282.43,11.58,15.33,58.0,6450.0,7879.3,0.7504095238095239,227.5189599133261,56.78656554712892,0.25092091007583966,0.3321776814734561,0.7956896551724137
SG04309,27000.0,4086.9,128.08,20200.65,0.0,32.33,82.7,99.0,19800.0,22913.1,0.8486333333333332,210.80574640849468,31.908963148032477,0.252420362273579,0.6456901936289818,1.2937373737373739
SG04310,25600.0,16272.25,357.94,51208.3,0.0,32.97,34.78,152.0,25600.0,9327.75,0.364365234375,71.52036654187853,45.46083142426105,0.09211040956584902,0.09716712298150529,2.3548684210526316
SG04311,4500.0,2592.4,61.660000000000004,10865.65,-530.0999999999999,3.23,7.01,116.5,9100.0,1907.6,0.42391111111111107,72.98086279597794,42.04346415828738,0.052384041518001946,0.1136879662666234,0.5292703862660945
SG04312,0.0,42.5,0.5,112.5,0.0,0.0,0.0,46.5,3750.0,-42.5,0.0,0.0,85.0,0.0,0.0,0.010752688172043012
SG04313,0.0,297.5,3.5,787.5,0.0,0.0,0.0,46.5,10000.0,-297.5,0.0,0.0,85.0,0.0,0.0,0.07526881720430108
SG04314,3580.0,3114.85,57.47,9495.5,0.0,2.0,29.630000000000003,23.0,3580.0,465.1500000000001,0.12993016759776538,62.29337045414999,54.199582390812594,0.034800765616843574,0.5155733426135376,2.498695652173913
SG04315,0.0,297.5,3.5,787.5,0.0,0.0,0.0,47.5,7980.0,-297.5,0.0,0.0,85.0,0.0,0.0,0.07368421052631578
SG04316,2100.0,0.0,3.75,0.0,0.0,3.75,0.0,19.0,1900.0,2100.0,1.0,560.0,0.0,1.0,0.0,0.19736842105263158
SG04317,51000.0,8093.45,193.36,30044.95,51000.0,1.85,33.33,178.0,31800.0,42906.55,0.8413049019607843,263.75672321059164,41.856899048407115,0.009567645841952833,0.17237277616880428,1.0862921348314607
SG04319,0.0,1232.5,14.5,3262.5,0.0,14.5,0.0,0.0,0.0,-1232.5,0.0,0.0,85.0,1.0,0.0,0.0
SG04320,0.0,212.5,2.5,562.5,0.0,2.5,0.0,0.0,0.0,-212.5,0.0,0.0,85.0,1.0,0.0,0.0
SG04321,0.0,37.5,2.5,375.0,0.0,2.5,0.0,0.0,0.0,-37.5,0.0,0.0,15.0,1.0,0.0,0.0
SG04322,0.0,852.25,14.6,2751.0,0.0,7.35,7.85,207.0,10150.0,-852.25,0.0,0.0,58.37328767123288,0.5034246575342466,0.5376712328767124,0.07053140096618357
SG04323,0.0,340.0,4.0,900.0,0.0,0.0,0.0,47.5,8600.0,-340.0,0.0,0.0,85.0,0.0,0.0,0.08421052631578947
SG04324,9000.0,1970.0500000000002,38.65,6287.599999999999,0.0,0.0,0.0,48.0,7500.0,7029.95,0.7811055555555555,232.85899094437258,50.97153945666236,0.0,0.0,0.8052083333333333
