job_no,rev_alloc,actual_cost,actual_hours,billable_value,unallocated_revenue_amt,unquoted_hours,dept_mismatch_hours,quoted_time_total,quoted_amount_total,gp,margin,rev_per_hour,cost_per_hour,unquoted_share,dept_mismatch_share,quote_attainment_total
SG01770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9667,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,14500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,14500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,14850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,27500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,29500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2340.1800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,18600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333,789.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,12990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,25575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,19500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,38000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,183000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,20336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,40800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,49600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,14490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,67500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,23800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01871,0.0,188824.9,3693.12,387215.3,0.0,3693.12,0.0,0.0,0.0,-188824.9,0.0,0.0,51.12882874101031,1.0,0.0,0.0
SG01872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,23450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01882,0.0,34746.1,491.0,69492.2,0.0,45.0,0.0,25.0,3850.0,-34746.1,0.0,0.0,70.76598778004073,0.09164969450101833,0.0,19.64
SG01883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,29700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,37800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,35700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,5880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9167,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,5575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9167,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.5,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,15500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3334,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9167,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,26500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,26500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,42200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01957,0.0,214.5,3.11,429.0,0.0,1.25,0.0,116.0,15000.0,-214.5,0.0,0.0,68.97106109324758,0.4019292604501608,0.0,0.026810344827586204
SG01958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,33000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01961,0.0,229.95,3.75,459.9,0.0,3.42,0.0,527.0,109000.0,-229.95,0.0,0.0,61.32,0.912,0.0,0.007115749525616698
SG01962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,18995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01966,0.0,182189.35,4978.5,394431.0,0.0,4978.5,994.18,0.0,0.0,-182189.35,0.0,0.0,36.595229486793215,1.0,0.1996946871547655,0.0
SG01967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG01968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
