job_no,month_key,revenue_monthly,rev_alloc,actual_cost,actual_hours,billable_value,unallocated_revenue_amt,unquoted_hours,dept_mismatch_hours,gp,margin,rev_per_hour,cost_per_hour,unquoted_share,dept_mismatch_share
SG03718,2021-11-01,0.0,0.0,42.5,0.5,112.5,0.0,0.0,0.0,-42.5,0.0,0.0,85.0,0.0,0.0
SG03718,2021-12-01,0.0,0.0,42.5,0.5,112.5,0.0,0.0,0.0,-42.5,0.0,0.0,85.0,0.0,0.0
SG03719,2020-12-01,0.0,0.0,95.5,1.7,328.0,0.0,0.0,0.0,-95.5,0.0,0.0,56.1764705882353,0.0,0.0
SG03719,2021-01-01,0.0,0.0,85.0,1.0,225.0,0.0,0.0,0.0,-85.0,0.0,0.0,85.0,0.0,0.0
SG03719,2021-02-01,0.0,0.0,11.25,0.75,112.5,0.0,0.0,0.0,-11.25,0.0,0.0,15.0,0.0,0.0
SG03720,2020-12-01,0.0,0.0,42.5,0.5,112.5,0.0,0.0,0.0,-42.5,0.0,0.0,85.0,0.0,0.0
SG03721,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03722,2020-12-01,0.0,0.0,832.4,23.490000000000002,2976.0,0.0,6.33,2.5,-832.4,0.0,0.0,35.43635589612601,0.26947637292464877,0.10642826734780757
SG03722,2021-01-01,0.0,0.0,3396.2,69.67,10427.8,0.0,17.43,1.27,-3396.2,0.0,0.0,48.74694990670302,0.250179417252763,0.01822879288072341
SG03722,2021-02-01,0.0,0.0,3062.3,82.7,10636.9,0.0,33.12,8.370000000000001,-3062.3,0.0,0.0,37.02902055622733,0.4004836759371221,0.10120918984280533
SG03722,2021-03-01,0.0,0.0,3193.85,81.34,12178.7,0.0,15.0,9.18,-3193.85,0.0,0.0,39.26542906319154,0.1844111138431276,0.11285960167199409
SG03722,2021-04-01,0.0,0.0,4232.4,89.93,12475.8,0.0,17.5,11.0,-4232.4,0.0,0.0,47.06327143333703,0.1945957967307906,0.12231735794506837
SG03722,2021-05-01,0.0,0.0,4083.1,83.53999999999999,13544.0,0.0,13.25,3.25,-4083.1,0.0,0.0,48.87598755087384,0.15860665549437397,0.03890351927220494
SG03722,2021-06-01,0.0,0.0,6465.75,129.18,20052.45,0.0,15.12,4.09,-6465.75,0.0,0.0,50.052252670692056,0.117045982350209,0.03166124787118749
SG03722,2021-07-01,156963.84,13080.32,6086.65,122.43,19802.7,0.0,14.33,42.33,6993.67,0.5346711701242783,106.83917340521113,49.71534754553622,0.11704647553704157,0.3457485910316099
SG03722,2021-08-01,95646.65000000002,8695.150000000001,3990.2,95.93,13788.55,0.0,24.75,13.010000000000002,4704.950000000002,0.5411004985537916,90.64057124986971,41.59491295736474,0.25800062545606167,0.1356197227144793
SG03722,2021-09-01,37223.679999999964,4652.9599999999955,1243.5,54.6,5605.4,0.0,18.75,2.67,3409.4599999999955,0.7327507651043634,85.21904761904753,22.774725274725274,0.3434065934065934,0.0489010989010989
SG03722,2021-10-01,57573.2,5757.32,1061.75,67.73,4627.4,0.0,37.5,8.75,4695.57,0.8155825974585398,85.00398641665436,15.676214380628966,0.5536689797726265,0.12918942861361288
SG03722,2021-11-01,-17216.75999999996,-1565.1599999999962,1011.85,63.22,4279.5,0.0,39.589999999999996,8.6,-2577.009999999996,0.0,-24.75735526732041,16.005219867130656,0.6262258778867447,0.1360329009807023
SG03722,2021-12-01,67857.35999999999,5654.779999999999,1852.25,59.3,6343.5,0.0,19.82,8.65,3802.529999999999,0.6724452587014879,95.35885328836423,31.235244519392918,0.3342327150084317,0.14586846543001689
SG03722,2022-01-01,48127.5,4812.749999999999,626.1,51.86,2665.35,0.0,35.15,0.75,4186.649999999999,0.8699080567243259,92.80273814114923,12.072888546085617,0.677786347859622,0.014462013112225221
SG03722,2022-02-01,185101.44000000003,15425.120000000003,1835.75,76.32000000000001,6425.0,0.0,39.27,2.25,13589.370000000003,0.8809895806321117,202.11111111111111,24.053328092243184,0.5145440251572327,0.029481132075471695
SG03722,2022-03-01,72833.14999999994,5602.549999999996,1776.05,60.4,7112.0,0.0,24.83,23.08,3826.4999999999955,0.682992565885177,92.75745033112575,29.40480132450331,0.4110927152317881,0.38211920529801324
SG03722,2022-04-01,170266.5000000001,11351.100000000006,3829.95,105.42,14495.1,0.0,49.59,4.5,7521.150000000006,0.6625921716838018,107.67501422879914,36.33039271485487,0.4704040978941378,0.042686397268070574
SG03722,2022-05-01,84195.14999999992,5613.009999999995,2689.2,85.85,12009.45,0.0,27.64,45.879999999999995,2923.809999999995,0.5208987691096217,65.38159580663942,31.324403028538146,0.3219569015725102,0.5344205008736168
SG03722,2022-06-01,1441977.28,90123.58,2187.5,75.05,9044.8,0.0,38.73,19.42,87936.08,0.9757277729091542,1200.8471685542972,29.147235176548968,0.516055962691539,0.25876082611592277
SG03722,2022-07-01,0.0,0.0,45.0,1.75,135.0,0.0,1.0,1.0,-45.0,0.0,0.0,25.714285714285715,0.5714285714285714,0.5714285714285714
SG03723,2020-12-01,0.0,0.0,3498.7,68.66,11961.0,0.0,12.42,4.0,-3498.7,0.0,0.0,50.9568890183513,0.1808913486746286,0.058258083309059135
SG03723,2021-01-01,0.0,0.0,5131.9,96.87,16942.95,0.0,11.82,4.0,-5131.9,0.0,0.0,52.977185919273246,0.12201920099101889,0.041292453804067306
SG03723,2021-02-01,0.0,0.0,5685.5,110.4,19365.35,0.0,28.310000000000002,2.5900000000000003,-5685.5,0.0,0.0,51.49909420289855,0.2564311594202899,0.023460144927536234
SG03723,2021-03-01,0.0,0.0,6060.7,119.99000000000001,20644.5,0.0,53.14,27.42,-6060.7,0.0,0.0,50.51004250354195,0.44287023918659885,0.22851904325360448
SG03723,2021-04-01,0.0,0.0,5565.65,108.91,19769.05,0.0,50.19,16.8,-5565.65,0.0,0.0,51.103204480763935,0.46083922504820496,0.1542558075475163
SG03723,2021-05-01,0.0,0.0,5041.0,80.99,15562.6,0.0,27.25,12.17,-5041.0,0.0,0.0,62.242252129892584,0.33646129151747134,0.15026546487220646
SG03723,2021-06-01,0.0,0.0,5325.5,107.39,20103.45,0.0,15.56,10.61,-5325.5,0.0,0.0,49.5902784244343,0.14489244808641402,0.0987987708352733
SG03723,2021-07-01,612000.0,51000.0,3413.2,66.56,12196.0,0.0,7.5,2.5,47586.8,0.9330745098039216,766.2259615384615,51.28004807692307,0.11268028846153846,0.03756009615384615
SG03723,2021-08-01,714000.0,50999.99999999999,5083.15,105.87,19495.1,0.0,8.55,4.4399999999999995,45916.84999999999,0.9003303921568627,481.7228676678945,48.01312930953055,0.0807594219325588,0.04193822612638141
SG03723,2021-09-01,663000.0,51000.0,4939.4,90.43,17063.8,0.0,10.22,16.66,46060.6,0.9031490196078431,563.9721331416565,54.62125400862545,0.1130155921707398,0.18423089682627444
SG03723,2021-10-01,847000.0,77000.0,4352.05,87.1,15968.2,0.0,6.68,5.25,72647.95,0.9434798701298701,884.0413318025259,49.966130884041334,0.07669345579793341,0.06027554535017222
SG03723,2021-11-01,770000.0,77000.0,3594.05,60.8,11870.6,0.0,9.28,3.0,73405.95,0.953324025974026,1266.4473684210527,59.11266447368422,0.15263157894736842,0.049342105263157895
SG03723,2021-12-01,408000.0,51000.0,1916.25,39.5,6975.0,0.0,3.0,6.0,49083.75,0.9624264705882353,1291.139240506329,48.5126582278481,0.0759493670886076,0.1518987341772152
SG03723,2022-01-01,897750.0,99750.0,3175.55,56.62,10927.15,0.0,13.7,6.45,96574.45,0.9681649122807017,1761.744966442953,56.08530554574356,0.24196397032850583,0.1139173436948075
SG03723,2022-02-01,0.0,0.0,5456.8,87.19,17752.05,0.0,22.02,4.75,-5456.8,0.0,0.0,62.5851588484918,0.25255189815345797,0.05447872462438353
SG03723,2022-03-01,1224000.0,101999.99999999999,5868.3,94.0,19057.3,0.0,24.0,3.5,96131.69999999998,0.9424676470588235,1085.1063829787233,62.42872340425532,0.2553191489361702,0.03723404255319149
SG03723,2022-04-01,313500.0,28500.0,6571.85,102.6,20916.8,0.0,20.42,8.5,21928.15,0.7694087719298246,277.77777777777777,64.05311890838207,0.19902534113060433,0.08284600389863549
SG03723,2022-05-01,0.0,0.0,10582.5,147.9,31843.55,0.0,54.81,56.41,-10582.5,0.0,0.0,71.55172413793103,0.37058823529411766,0.3814063556457065
SG03723,2022-06-01,1050000.0,74999.99999999999,9555.6,142.68,29859.45,0.0,42.95,3.25,65444.39999999999,0.872592,525.6518082422202,66.97224558452481,0.3010232688533782,0.02277824502382955
SG03723,2022-07-01,445500.0,49499.99999999999,1439.25,29.1,5032.75,0.0,8.35,0.0,48060.74999999999,0.9709242424242425,1701.0309278350512,49.45876288659794,0.2869415807560137,0.0
SG03723-2,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03723-3,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03723-4,2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03724,2020-11-01,0.0,0.0,10.200000000000001,0.17,25.500000000000004,0.0,0.0,0.0,-10.200000000000001,0.0,0.0,60.0,0.0,0.0
SG03724,2020-12-01,0.0,0.0,1142.45,19.41,3694.4,0.0,12.760000000000003,0.0,-1142.45,0.0,0.0,58.85883565172592,0.6573930963420919,0.0
SG03724,2021-01-01,0.0,0.0,1148.7,17.2,3225.3,0.0,7.13,0.0,-1148.7,0.0,0.0,66.78488372093024,0.4145348837209302,0.0
SG03724,2021-02-01,0.0,0.0,1281.55,23.69,4152.3,0.0,6.109999999999999,0.0,-1281.55,0.0,0.0,54.096665259603206,0.2579147319544111,0.0
SG03724,2021-03-01,0.0,0.0,963.85,16.970000000000002,2963.0,0.0,6.85,0.0,-963.85,0.0,0.0,56.79728933411903,0.40365350618738943,0.0
SG03724,2021-04-01,0.0,0.0,4058.6000000000004,83.42,15046.4,0.0,19.13,0.0,-4058.6000000000004,0.0,0.0,48.652601294653564,0.22932150563414047,0.0
SG03724,2021-05-01,0.0,0.0,5015.95,103.89,18710.6,0.0,58.73,0.0,-5015.95,0.0,0.0,48.28135527962267,0.5653094619308884,0.0
SG03724,2021-06-01,0.0,0.0,4384.7,84.84,15275.350000000002,0.0,36.42,0.0,-4384.7,0.0,0.0,51.68198962753418,0.4292786421499293,0.0
SG03724,2021-07-01,140000.0,7000.000000000001,3723.6,77.02,12910.7,0.0,24.05,0.0,3276.400000000001,0.46805714285714295,90.88548428979487,48.34588418592573,0.3122565567385095,0.0
SG03724,2021-08-01,154000.0,7000.0,5698.4,135.37,23660.55,0.0,42.15,0.0,1301.6000000000004,0.1859428571428572,51.71012779788727,42.094998891925826,0.3113688409544212,0.0
SG03724,2021-09-01,182000.0,7000.0,2902.3,58.78,9817.15,0.0,16.5,0.0,4097.7,0.5853857142857143,119.08812521265736,49.375637972099355,0.28070772371554953,0.0
SG03724,2021-10-01,133000.0,6999.999999999999,2655.2999999999997,48.1,7915.1,0.0,14.26,0.0,4344.699999999999,0.6206714285714285,145.53014553014552,55.203742203742195,0.2964656964656964,0.0
SG03724,2021-11-01,98000.0,7000.0,1600.65,28.65,4874.5,0.0,7.2,0.0,5399.35,0.7713357142857143,244.3280977312391,55.869109947643985,0.25130890052356025,0.0
SG03724,2021-12-01,56000.0,7000.0,756.0999999999999,16.2,2462.25,0.0,2.8099999999999996,0.0,6243.9,0.8919857142857143,432.0987654320988,46.672839506172835,0.17345679012345677,0.0
SG03724,2022-01-01,112000.0,7000.0,1212.8000000000002,24.18,4028.65,0.0,6.0200000000000005,1.0,5787.2,0.8267428571428571,289.49545078577336,50.15715467328371,0.2489660876757651,0.0413564929693962
SG03724,2022-02-01,0.0,0.0,1635.0,35.77,5869.35,0.0,11.020000000000001,0.0,-1635.0,0.0,0.0,45.708694436678776,0.30807939614201846,0.0
SG03724,2022-03-01,266000.0,14000.0,3501.85,80.95,13077.65,0.0,30.490000000000002,3.0,10498.15,0.7498678571428571,172.94626312538603,43.259419394688074,0.3766522544780729,0.03705991352686844
SG03724,2022-04-01,161000.0,6999.999999999999,3631.75,82.79,14520.45,0.0,30.67,4.5,3368.249999999999,0.48117857142857134,84.55127430849134,43.86701292426621,0.3704553690059186,0.0543543906268873
SG03724,2022-05-01,133000.0,7000.0,3517.85,86.56,15699.6,0.0,19.560000000000002,0.0,3482.15,0.49745,80.86876155268023,40.64059611829944,0.2259704251386322,0.0
SG03724,2022-06-01,105000.0,7000.0,1755.85,46.21,8526.35,0.0,8.760000000000002,0.0,5244.15,0.7491642857142856,151.48236312486475,37.99718675611339,0.18956935728197363,0.0
SG03725,2020-12-01,0.0,0.0,72.5,1.0,180.0,0.0,0.0,0.0,-72.5,0.0,0.0,72.5,0.0,0.0
SG03725,2021-01-01,0.0,0.0,607.5,12.0,2035.0,0.0,0.0,0.0,-607.5,0.0,0.0,50.625,0.0,0.0
SG03725,2021-02-01,0.0,0.0,357.5,6.75,1035.0,0.0,0.0,0.0,-357.5,0.0,0.0,52.96296296296296,0.0,0.0
SG03725,2021-03-01,0.0,0.0,908.2,26.17,3950.6,0.0,0.0,10.0,-908.2,0.0,0.0,34.70385938097058,0.0,0.38211692777990064
SG03725,2021-04-01,0.0,0.0,765.9,25.34,3732.45,0.0,0.0,4.75,-765.9,0.0,0.0,30.2249408050513,0.0,0.18745067087608525
SG03725,2021-05-01,0.0,0.0,209.85,5.16,746.3,0.0,0.0,0.0,-209.85,0.0,0.0,40.66860465116279,0.0,0.0
SG03726,2020-12-01,0.0,0.0,773.95,13.97,2499.8,0.0,7.72,6.0,-773.95,0.0,0.0,55.400858983536146,0.5526127415891195,0.4294917680744452
SG03726,2021-01-01,0.0,0.0,343.2,4.04,838.4000000000001,0.0,3.04,0.0,-343.2,0.0,0.0,84.95049504950495,0.7524752475247525,0.0
SG03727,2020-08-01,0.0,0.0,50.35,0.53,116.60000000000001,0.0,0.53,0.0,-50.35,0.0,0.0,95.0,1.0,0.0
SG03727,2020-12-01,0.0,0.0,155.55,1.8,414.8,0.0,1.8,0.0,-155.55,0.0,0.0,86.41666666666667,1.0,0.0
SG03727,2021-01-01,0.0,0.0,165.75,3.76,699.65,0.0,3.76,0.0,-165.75,0.0,0.0,44.08244680851064,1.0,0.0
SG03727,2021-02-01,0.0,0.0,49.05,1.71,308.7,0.0,1.71,0.0,-49.05,0.0,0.0,28.684210526315788,1.0,0.0
SG03727,2021-04-01,0.0,0.0,66.15,2.19,404.65,0.0,0.19,0.0,-66.15,0.0,0.0,30.2054794520548,0.08675799086757992,0.0
SG03728,2020-12-01,0.0,0.0,101.5,2.1,384.0,0.0,0.0,0.0,-101.5,0.0,0.0,48.33333333333333,0.0,0.0
SG03728,2021-01-01,0.0,0.0,127.5,1.5,337.5,0.0,0.0,0.0,-127.5,0.0,0.0,85.0,0.0,0.0
SG03728,2021-02-01,0.0,0.0,92.5,1.5,300.0,0.0,0.0,0.0,-92.5,0.0,0.0,61.666666666666664,0.0,0.0
SG03729,2020-11-01,0.0,0.0,79.1,1.13,237.3,0.0,0.0,1.13,-79.1,0.0,0.0,70.0,0.0,1.0
SG03729,2020-12-01,0.0,0.0,429.85,7.18,1146.0,0.0,0.0,0.66,-429.85,0.0,0.0,59.86768802228413,0.0,0.09192200557103065
SG03729,2021-01-01,0.0,0.0,730.25,20.23,2937.3,0.0,0.0,0.33,-730.25,0.0,0.0,36.097380128522,0.0,0.016312407315867524
SG03729,2021-02-01,0.0,0.0,3850.8500000000004,93.31,11265.0,0.0,2.2800000000000002,4.28,-3850.8500000000004,0.0,0.0,41.26942449898189,0.02443468009859608,0.04586861000964527
SG03729,2021-03-01,0.0,0.0,2023.7,51.199999999999996,5718.6,0.0,1.62,0.0,-2023.7,0.0,0.0,39.52539062500001,0.031640625000000006,0.0
SG03730,2020-12-01,0.0,0.0,315.4,5.74,1010.55,0.0,0.0,0.0,-315.4,0.0,0.0,54.947735191637626,0.0,0.0
SG03730,2021-01-01,0.0,0.0,980.8,16.13,2983.15,0.0,0.0,0.5,-980.8,0.0,0.0,60.80595164290143,0.0,0.030998140111593308
SG03730,2021-02-01,0.0,0.0,966.65,18.1,3179.8,0.0,0.0,1.44,-966.65,0.0,0.0,53.40607734806629,0.0,0.07955801104972375
SG03730,2021-03-01,0.0,0.0,67.5,4.5,540.0,0.0,0.0,0.0,-67.5,0.0,0.0,15.0,0.0,0.0
SG03731,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03731,2021-01-01,0.0,0.0,42.5,0.5,112.5,0.0,0.0,0.0,-42.5,0.0,0.0,85.0,0.0,0.0
SG03732,2020-12-01,0.0,0.0,63.75,0.75,168.75,0.0,0.0,0.0,-63.75,0.0,0.0,85.0,0.0,0.0
SG03732,2021-01-01,0.0,0.0,2073.2,45.59,7045.6,0.0,0.0,0.0,-2073.2,0.0,0.0,45.47488484316735,0.0,0.0
SG03732,2021-02-01,0.0,0.0,3572.3,65.69,11485.5,0.0,0.0,20.25,-3572.3,0.0,0.0,54.38118435073832,0.0,0.30826609834069113
SG03732,2021-03-01,0.0,0.0,1958.45,30.86,6022.0,0.0,0.0,5.75,-1958.45,0.0,0.0,63.46241088788076,0.0,0.1863253402462735
SG03733,2020-12-01,0.0,0.0,757.35,25.990000000000002,3948.3,0.0,14.49,1.9899999999999998,-757.35,0.0,0.0,29.140053866871874,0.5575221238938053,0.07656791073489802
SG03733,2021-01-01,0.0,0.0,767.05,17.42,2969.25,0.0,0.0,0.0,-767.05,0.0,0.0,44.03272101033294,0.0,0.0
SG03733,2021-02-01,0.0,0.0,257.5,4.75,887.5,0.0,0.0,0.0,-257.5,0.0,0.0,54.21052631578947,0.0,0.0
SG03733,2021-03-01,0.0,0.0,165.2,5.17,770.6,0.0,0.0,0.0,-165.2,0.0,0.0,31.953578336557058,0.0,0.0
SG03734,2020-12-01,0.0,0.0,640.0,8.0,1520.0,0.0,0.0,8.0,-640.0,0.0,0.0,80.0,0.0,1.0
SG03734,2021-02-01,0.0,0.0,125.0,2.5,500.0,0.0,0.0,0.0,-125.0,0.0,0.0,50.0,0.0,0.0
SG03734,2021-03-01,0.0,0.0,150.0,3.0,600.0,0.0,0.0,0.0,-150.0,0.0,0.0,50.0,0.0,0.0
SG03735,2020-12-01,0.0,0.0,4.5,0.3,36.0,0.0,0.0,0.0,-4.5,0.0,0.0,15.0,0.0,0.0
SG03735,2021-02-01,0.0,0.0,150.0,3.0,600.0,0.0,0.0,0.0,-150.0,0.0,0.0,50.0,0.0,0.0
SG03735,2021-03-01,0.0,0.0,150.0,3.0,600.0,0.0,0.0,0.0,-150.0,0.0,0.0,50.0,0.0,0.0
SG03736,2020-11-01,0.0,0.0,1.7999999999999998,0.03,4.8,0.0,0.03,0.0,-1.7999999999999998,0.0,0.0,59.99999999999999,1.0,0.0
SG03736,2020-12-01,0.0,0.0,123.89999999999999,1.61,315.0,0.0,1.61,0.0,-123.89999999999999,0.0,0.0,76.95652173913042,1.0,0.0
SG03736,2021-01-01,0.0,0.0,779.25,13.17,2556.3,0.0,3.9000000000000004,0.0,-779.25,0.0,0.0,59.16856492027335,0.29612756264236906,0.0
SG03736,2021-02-01,0.0,0.0,1575.35,25.830000000000002,5093.4,0.0,8.120000000000001,0.0,-1575.35,0.0,0.0,60.98915989159891,0.3143631436314363,0.0
SG03736,2021-03-01,0.0,0.0,1044.85,16.93,3126.7,0.0,10.11,0.0,-1044.85,0.0,0.0,61.715888954518604,0.5971647962197283,0.0
SG03737,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03738,2020-12-01,0.0,0.0,57.650000000000006,1.09,191.35,0.0,0.0,0.0,-57.650000000000006,0.0,0.0,52.88990825688074,0.0,0.0
SG03738,2021-01-01,0.0,0.0,169.39999999999998,2.75,530.25,0.0,0.0,0.0,-169.39999999999998,0.0,0.0,61.599999999999994,0.0,0.0
SG03738,2021-02-01,0.0,0.0,659.95,12.83,2415.85,0.0,0.0,10.75,-659.95,0.0,0.0,51.438035853468435,0.0,0.8378799688230709
SG03738,2021-05-01,0.0,0.0,451.5,8.33,1646.0,0.0,0.0,8.33,-451.5,0.0,0.0,54.20168067226891,0.0,1.0
SG03739,2020-12-01,0.0,0.0,15.15,1.01,121.2,0.0,0.0,1.01,-15.15,0.0,0.0,15.0,0.0,1.0
SG03739,2021-03-01,0.0,0.0,175.5,4.95,654.0,0.0,0.0,0.75,-175.5,0.0,0.0,35.45454545454545,0.0,0.15151515151515152
SG03739,2021-04-01,0.0,0.0,15.0,1.0,140.0,0.0,0.0,1.0,-15.0,0.0,0.0,15.0,0.0,1.0
SG03739,2021-05-01,0.0,0.0,35.75,1.3,173.5,0.0,0.0,1.05,-35.75,0.0,0.0,27.5,0.0,0.8076923076923077
SG03740,2020-12-01,0.0,0.0,178.75,2.75,502.5,0.0,0.0,0.5,-178.75,0.0,0.0,65.0,0.0,0.18181818181818182
SG03740,2021-01-01,0.0,0.0,503.75,13.25,2063.75,0.0,0.5,2.5,-503.75,0.0,0.0,38.0188679245283,0.03773584905660377,0.18867924528301888
SG03740,2021-02-01,0.0,0.0,577.45,11.83,2127.1,0.0,0.75,5.0,-577.45,0.0,0.0,48.8123415046492,0.06339814032121724,0.42265426880811496
SG03740,2021-03-01,0.0,0.0,964.95,19.4,3559.25,0.0,1.0,9.73,-964.95,0.0,0.0,49.73969072164949,0.051546391752577324,0.5015463917525774
SG03741,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03741,2021-01-01,0.0,0.0,35.2,1.18,166.6,0.0,0.0,0.0,-35.2,0.0,0.0,29.830508474576273,0.0,0.0
SG03741,2021-03-01,0.0,0.0,223.65,14.91,2025.8000000000002,0.0,0.0,2.66,-223.65,0.0,0.0,15.0,0.0,0.17840375586854462
SG03741,2021-04-01,0.0,0.0,21.0,1.4,168.0,0.0,0.0,0.0,-21.0,0.0,0.0,15.000000000000002,0.0,0.0
SG03741,2021-09-01,0.0,0.0,7.5,0.5,60.0,0.0,0.0,0.0,-7.5,0.0,0.0,15.0,0.0,0.0
SG03742,2020-12-01,0.0,0.0,6.3,0.42,50.4,0.0,0.0,0.42,-6.3,0.0,0.0,15.0,0.0,1.0
SG03742,2021-01-01,0.0,0.0,109.95,3.58,504.6,0.0,0.0,1.25,-109.95,0.0,0.0,30.712290502793298,0.0,0.34916201117318435
SG03742,2021-02-01,0.0,0.0,41.25,2.75,382.5,0.0,0.0,0.0,-41.25,0.0,0.0,15.0,0.0,0.0
SG03742,2021-03-01,0.0,0.0,216.6,9.94,1313.05,0.0,0.0,0.83,-216.6,0.0,0.0,21.790744466800806,0.0,0.08350100603621731
SG03742,2021-05-01,0.0,0.0,43.95,2.16,265.8,0.0,0.0,0.0,-43.95,0.0,0.0,20.34722222222222,0.0,0.0
SG03742,2021-07-01,0.0,0.0,27.450000000000003,1.83,219.60000000000002,0.0,0.0,0.0,-27.450000000000003,0.0,0.0,15.000000000000002,0.0,0.0
SG03742,2021-08-01,0.0,0.0,10.05,0.67,80.4,0.0,0.0,0.0,-10.05,0.0,0.0,15.0,0.0,0.0
SG03743,2020-12-01,0.0,0.0,121.4,1.84,337.6,0.0,0.0,0.0,-121.4,0.0,0.0,65.97826086956522,0.0,0.0
SG03743,2021-01-01,0.0,0.0,345.5,5.66,1102.5,0.0,0.0,2.0,-345.5,0.0,0.0,61.042402826855124,0.0,0.35335689045936397
SG03743,2021-02-01,0.0,0.0,696.0,13.71,2640.1,0.0,0.0,10.25,-696.0,0.0,0.0,50.76586433260393,0.0,0.7476294675419402
SG03743,2021-03-01,0.0,0.0,1290.45,25.66,4807.5,0.0,0.0,14.74,-1290.45,0.0,0.0,50.29033515198753,0.0,0.5744349181605611
SG03744,2020-12-01,0.0,0.0,50.2,1.76,245.5,0.0,0.0,0.9199999999999999,-50.2,0.0,0.0,28.522727272727273,0.0,0.5227272727272727
SG03744,2021-01-01,0.0,0.0,457.5,9.25,1696.25,0.0,0.0,3.5,-457.5,0.0,0.0,49.45945945945946,0.0,0.3783783783783784
SG03744,2021-02-01,0.0,0.0,968.85,21.34,3812.05,0.0,0.0,15.01,-968.85,0.0,0.0,45.40065604498594,0.0,0.7033739456419869
SG03744,2021-03-01,0.0,0.0,1235.6,25.43,4533.2,0.0,0.0,12.09,-1235.6,0.0,0.0,48.588281557215886,0.0,0.47542272906016514
SG03744,2021-04-01,0.0,0.0,12.5,0.25,50.0,0.0,0.0,0.0,-12.5,0.0,0.0,50.0,0.0,0.0
SG03744,2021-05-01,0.0,0.0,79.2,0.99,188.10000000000002,0.0,0.0,0.0,-79.2,0.0,0.0,80.0,0.0,0.0
SG03744,2021-06-01,0.0,0.0,12.45,0.83,99.6,0.0,0.0,0.0,-12.45,0.0,0.0,15.0,0.0,0.0
SG03744,2021-08-01,0.0,0.0,4.95,0.33,39.6,0.0,0.0,0.0,-4.95,0.0,0.0,15.0,0.0,0.0
SG03745,2020-12-01,0.0,0.0,80.2,3.7600000000000002,550.5,0.0,0.0,0.42,-80.2,0.0,0.0,21.329787234042552,0.0,0.11170212765957446
SG03745,2021-01-01,0.0,0.0,500.6,13.25,2145.8,0.0,0.0,4.5,-500.6,0.0,0.0,37.7811320754717,0.0,0.33962264150943394
SG03745,2021-02-01,0.0,0.0,399.45,11.32,1824.65,0.0,0.0,1.0,-399.45,0.0,0.0,35.28710247349823,0.0,0.08833922261484099
SG03745,2021-03-01,0.0,0.0,965.05,18.34,3395.05,0.0,0.0,7.08,-965.05,0.0,0.0,52.61995637949836,0.0,0.386041439476554
SG03745,2021-05-01,0.0,0.0,32.55,2.17,260.4,0.0,0.0,0.0,-32.55,0.0,0.0,15.0,0.0,0.0
SG03746,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG03746,2021-01-01,0.0,0.0,80.1,5.34,640.8,0.0,0.0,0.0,-80.1,0.0,0.0,15.0,0.0,0.0
SG03746,2021-02-01,0.0,0.0,178.0,3.7,724.0,0.0,0.0,0.0,-178.0,0.0,0.0,48.108108108108105,0.0,0.0
SG03746,2021-03-01,0.0,0.0,284.0,7.85,1369.7,0.0,0.0,1.3399999999999999,-284.0,0.0,0.0,36.17834394904459,0.0,0.17070063694267515
SG03746,2021-04-01,0.0,0.0,25.0,0.5,100.0,0.0,0.0,0.0,-25.0,0.0,0.0,50.0,0.0,0.0
SG03746,2021-06-01,0.0,0.0,19.950000000000003,1.33,159.60000000000002,0.0,0.0,0.0,-19.950000000000003,0.0,0.0,15.000000000000002,0.0,0.0
SG03746,2021-07-01,0.0,0.0,22.5,1.5,180.0,0.0,0.0,0.0,-22.5,0.0,0.0,15.0,0.0,0.0
SG03746,2021-09-01,0.0,0.0,12.45,0.83,99.6,0.0,0.0,0.0,-12.45,0.0,0.0,15.0,0.0,0.0
SG03747,2020-12-01,0.0,0.0,172.6,3.92,644.7,0.0,0.08,0.08,-172.6,0.0,0.0,44.03061224489796,0.020408163265306124,0.020408163265306124
SG03747,2021-01-01,0.0,0.0,646.2,12.33,2238.25,0.0,0.0,4.0,-646.2,0.0,0.0,52.408759124087595,0.0,0.32441200324412
SG03747,2021-02-01,0.0,0.0,578.45,12.79,2235.85,0.0,0.0,6.5,-578.45,0.0,0.0,45.22673964034403,0.0,0.508209538702111
